target,model,feature,importance
k,XGBoost,sg_soc_0-5cm,0.013092848472297192
k,XGBoost,sg_soc_5-15cm,0.0074277715757489204
k,XGBoost,sg_nitrogen_0-5cm,0.010162693448364735
k,XGBoost,sg_nitrogen_5-15cm,0.00514555349946022
k,XGBoost,sg_clay_0-5cm,0.008738930337131023
k,XGBoost,sg_clay_5-15cm,0.007027070969343185
k,XGBoost,sg_sand_0-5cm,0.022990943863987923
k,XGBoost,sg_sand_5-15cm,0.07514465600252151
k,XGBoost,sg_cec_0-5cm,0.005981434136629105
k,XGBoost,sg_cec_5-15cm,0.004566676449030638
k,XGBoost,NDVI,0.010769425891339779
k,XGBoost,EVI,0.008069947361946106
k,XGBoost,SAVI,0.009828882291913033
k,XGBoost,MSAVI,0.014239142648875713
k,XGBoost,NDRE,0.006446214858442545
k,XGBoost,CHL_re,0.004988054279237986
k,XGBoost,BSI,0.007145419251173735
k,XGBoost,BI,0.014705664478242397
k,XGBoost,NDWI,0.0255716685205698
k,XGBoost,NDMI,0.010775603353977203
k,XGBoost,crops_broccoli,0.0
k,XGBoost,crops_cabbage,0.012357700616121292
k,XGBoost,"crops_cabbage,custom_chinese",0.0
k,XGBoost,"crops_cabbage,custom_chinese_cabbage",0.009133377112448215
k,XGBoost,crops_carrot,0.013816445134580135
k,XGBoost,"crops_carrot,lettuce,custom_green_ice",0.0
k,XGBoost,crops_corn,0.0
k,XGBoost,crops_lettuce,0.017457757145166397
k,XGBoost,"crops_lettuce,custom_chinese",0.0
k,XGBoost,"crops_lettuce,custom_follow_through",0.0
k,XGBoost,"crops_lettuce,custom_iceberg",0.0
k,XGBoost,"crops_lettuce,custom_iceberg_lettuce",0.0
k,XGBoost,crops_potato,0.04106956720352173
k,XGBoost,crops_radish,0.022160233929753304
k,XGBoost,crops_tomato,0.01054331287741661
k,RandomForest,B01,0.030305734624132878
k,RandomForest,B02,0.030192785847546724
k,RandomForest,B03,0.02947229340939803
k,RandomForest,B04,0.03362792015215713
k,RandomForest,B05,0.028599903322680458
k,RandomForest,B06,0.024522551667450664
k,RandomForest,B07,0.01668069493657955
k,RandomForest,B08,0.029862432848945714
k,RandomForest,B8A,0.02443777415056598
k,RandomForest,B09,0.018511664363341892
k,RandomForest,B11,0.03257951870889747
k,RandomForest,B12,0.02838821759034591
k,RandomForest,B01_std,0.016597428778953562
k,RandomForest,B02_std,0.013988351101380725
k,RandomForest,B03_std,0.020597955014773378
k,RandomForest,B04_std,0.023448108700685696
k,RandomForest,B05_std,0.009146852417834634
k,RandomForest,B06_std,0.009142212322581758
k,RandomForest,B07_std,0.010310588353739254
k,RandomForest,B08_std,0.008969899557474905
k,RandomForest,B8A_std,0.008718393910145868
k,RandomForest,B09_std,0.0072926695142623045
k,RandomForest,B11_std,0.0108838968324612
k,RandomForest,B12_std,0.010573249194442538
k,RandomForest,temperature_c,0.04301192963832377
k,RandomForest,humidity_percent,0.03775785333527731
k,RandomForest,altitude_m,0.03945546815341417
k,RandomForest,elevation_m,0.019161299469631823
k,RandomForest,slope_deg,0.00044048254398594067
k,RandomForest,aspect_deg,0.024957887964197574
k,RandomForest,twi,0.0004738136428273642
k,RandomForest,curvature,0.00034211550069255863
k,RandomForest,northness,0.02438179810920931
k,RandomForest,eastness,0.030215543307044544
k,RandomForest,sg_phh2o_0-5cm,0.013708348200159119
k,RandomForest,sg_phh2o_5-15cm,0.018002142821094563
k,RandomForest,sg_soc_0-5cm,0.011560059079567241
k,RandomForest,sg_soc_5-15cm,0.014007603969713374
k,RandomForest,sg_nitrogen_0-5cm,0.009562352384215534
k,RandomForest,sg_nitrogen_5-15cm,0.011848184810692658
k,RandomForest,sg_clay_0-5cm,0.009625023358057722
k,RandomForest,sg_clay_5-15cm,0.008261380978776892
k,RandomForest,sg_sand_0-5cm,0.012726739676256324
k,RandomForest,sg_sand_5-15cm,0.011054663582158309
k,RandomForest,sg_cec_0-5cm,0.008950382263735252
k,RandomForest,sg_cec_5-15cm,0.001189664919412117
k,RandomForest,NDVI,0.006112678225035739
k,RandomForest,EVI,0.005859986480631339
k,RandomForest,SAVI,0.005814069793230128
k,RandomForest,MSAVI,0.004581994342685734
k,RandomForest,NDRE,0.008671764073267989
k,RandomForest,CHL_re,0.006148675627181384
k,RandomForest,BSI,0.013396591060814816
k,RandomForest,BI,0.028180982559591627
k,RandomForest,NDWI,0.02890565072332158
k,RandomForest,NDMI,0.009969093210005714
k,RandomForest,crops_broccoli,0.00045378333413651075
k,RandomForest,crops_cabbage,0.017514140040776144
k,RandomForest,"crops_cabbage,custom_chinese",2.201925653935993e-05
k,RandomForest,"crops_cabbage,custom_chinese_cabbage",0.0059311384688180355
k,RandomForest,crops_carrot,0.007550956402526057
k,RandomForest,"crops_carrot,lettuce,custom_green_ice",0.0
k,RandomForest,crops_corn,0.0001363579921419306
k,RandomForest,crops_lettuce,0.008038836690210643
k,RandomForest,"crops_lettuce,custom_chinese",0.00026550501957912595
k,RandomForest,"crops_lettuce,custom_follow_through",3.443101737503435e-05
k,RandomForest,"crops_lettuce,custom_iceberg",0.0
k,RandomForest,"crops_lettuce,custom_iceberg_lettuce",0.00016442903451295072
k,RandomForest,crops_potato,0.0026466482729280067
k,RandomForest,crops_radish,0.01176590565777558
k,RandomForest,crops_tomato,0.00028852768769293185
k,SVM,B01,-0.004210526315789487
k,SVM,B02,-0.004210526315789487
k,SVM,B03,-0.007368421052631602
k,SVM,B04,-0.011578947368421088
k,SVM,B05,0.0
k,SVM,B06,0.0
k,SVM,B07,0.0
k,SVM,B08,-0.004210526315789487
k,SVM,B8A,0.0
k,SVM,B09,-0.007368421052631602
k,SVM,B11,0.0
k,SVM,B12,0.0
k,SVM,B01_std,-0.013684210526315832
k,SVM,B02_std,0.0
k,SVM,B03_std,-0.0052631578947368585
k,SVM,B04_std,-0.004210526315789487
k,SVM,B05_std,-0.003157894736842115
k,SVM,B06_std,0.0
k,SVM,B07_std,-0.003157894736842115
k,SVM,B08_std,0.0
k,SVM,B8A_std,-0.0021052631578947433
k,SVM,B09_std,-0.0021052631578947433
k,SVM,B11_std,0.0
k,SVM,B12_std,-0.0052631578947368585
k,SVM,temperature_c,0.018947368421052612
k,SVM,humidity_percent,0.08526315789473682
k,SVM,altitude_m,0.00631578947368423
k,SVM,elevation_m,0.0
k,SVM,slope_deg,0.0052631578947368585
k,SVM,aspect_deg,0.0
k,SVM,twi,0.004210526315789487
k,SVM,curvature,-0.0010526315789473716
k,SVM,northness,-0.004210526315789487
k,SVM,eastness,0.0010526315789473716
k,SVM,sg_phh2o_0-5cm,0.00631578947368423
k,SVM,sg_phh2o_5-15cm,0.00631578947368423
k,SVM,sg_soc_0-5cm,0.0
k,SVM,sg_soc_5-15cm,0.0
k,SVM,sg_nitrogen_0-5cm,0.0
k,SVM,sg_nitrogen_5-15cm,0.0
k,SVM,sg_clay_0-5cm,0.0
k,SVM,sg_clay_5-15cm,0.0
k,SVM,sg_sand_0-5cm,0.0
k,SVM,sg_sand_5-15cm,0.00631578947368423
k,SVM,sg_cec_0-5cm,0.0
k,SVM,sg_cec_5-15cm,-0.004210526315789487
k,SVM,NDVI,-0.003157894736842115
k,SVM,EVI,-0.0010526315789473716
k,SVM,SAVI,-0.003157894736842115
k,SVM,MSAVI,-0.0021052631578947433
k,SVM,NDRE,-0.004210526315789475
k,SVM,CHL_re,-0.0021052631578947325
k,SVM,BSI,0.0
k,SVM,BI,-0.007368421052631602
k,SVM,NDWI,-0.003157894736842115
k,SVM,NDMI,-0.0021052631578947433
k,SVM,crops_broccoli,0.0
k,SVM,crops_cabbage,0.014736842105263149
k,SVM,"crops_cabbage,custom_chinese",0.0
k,SVM,"crops_cabbage,custom_chinese_cabbage",0.0
k,SVM,crops_carrot,0.0010526315789473716
k,SVM,"crops_carrot,lettuce,custom_green_ice",0.0
k,SVM,crops_corn,0.0
k,SVM,crops_lettuce,0.010526315789473717
k,SVM,"crops_lettuce,custom_chinese",0.0
k,SVM,"crops_lettuce,custom_follow_through",0.0
k,SVM,"crops_lettuce,custom_iceberg",0.0
k,SVM,"crops_lettuce,custom_iceberg_lettuce",0.0
k,SVM,crops_potato,-0.003157894736842115
k,SVM,crops_radish,-0.017894736842105317
k,SVM,crops_tomato,0.0
k,FCNN,B01,0.0021052631578947433
k,FCNN,B02,0.0021052631578947325
k,FCNN,B03,0.027368421052631563
k,FCNN,B04,0.003157894736842104
k,FCNN,B05,-0.0010526315789473716
k,FCNN,B06,0.019999999999999983
k,FCNN,B07,0.009473684210526323
k,FCNN,B08,0.014736842105263137
k,FCNN,B8A,0.005263157894736847
k,FCNN,B09,0.012631578947368438
k,FCNN,B11,0.0
k,FCNN,B12,0.010526315789473684
k,FCNN,B01_std,0.014736842105263149
k,FCNN,B02_std,0.0
k,FCNN,B03_std,0.0063157894736841965
k,FCNN,B04_std,0.006315789473684208
k,FCNN,B05_std,0.0010526315789473716
k,FCNN,B06_std,0.003157894736842104
k,FCNN,B07_std,0.0
k,FCNN,B08_std,0.0
k,FCNN,B8A_std,0.004210526315789475
k,FCNN,B09_std,0.005263157894736847
k,FCNN,B11_std,0.00631578947368423
k,FCNN,B12_std,0.0
k,FCNN,temperature_c,0.003157894736842104
k,FCNN,humidity_percent,0.028421052631578937
k,FCNN,altitude_m,0.0010526315789473606
k,FCNN,elevation_m,0.004210526315789487
k,FCNN,slope_deg,0.0010526315789473716
k,FCNN,aspect_deg,0.011578947368421078
k,FCNN,twi,-0.0010526315789473716
k,FCNN,curvature,0.0
k,FCNN,northness,0.011578947368421045
k,FCNN,eastness,0.0
k,FCNN,sg_phh2o_0-5cm,0.003157894736842115
k,FCNN,sg_phh2o_5-15cm,0.0052631578947368585
k,FCNN,sg_soc_0-5cm,0.0010526315789473606
k,FCNN,sg_soc_5-15cm,0.02210526315789473
k,FCNN,sg_nitrogen_0-5cm,0.01473684210526316
k,FCNN,sg_nitrogen_5-15cm,-0.008421052631578973
k,FCNN,sg_clay_0-5cm,0.028421052631578937
k,FCNN,sg_clay_5-15cm,0.009473684210526346
k,FCNN,sg_sand_0-5cm,0.0
k,FCNN,sg_sand_5-15cm,0.0010526315789473606
k,FCNN,sg_cec_0-5cm,0.003157894736842104
k,FCNN,sg_cec_5-15cm,0.01578947368421051
k,FCNN,NDVI,0.0010526315789473606
k,FCNN,EVI,0.0021052631578947325
k,FCNN,SAVI,0.0
k,FCNN,MSAVI,0.0010526315789473606
k,FCNN,NDRE,0.0
k,FCNN,CHL_re,0.0010526315789473716
k,FCNN,BSI,0.0021052631578947433
k,FCNN,BI,0.021052631578947358
k,FCNN,NDWI,0.0021052631578947325
k,FCNN,NDMI,0.007368421052631591
k,FCNN,crops_broccoli,0.0
k,FCNN,crops_cabbage,0.0
k,FCNN,"crops_cabbage,custom_chinese",0.0
k,FCNN,"crops_cabbage,custom_chinese_cabbage",0.009473684210526346
k,FCNN,crops_carrot,0.028421052631578937
k,FCNN,"crops_carrot,lettuce,custom_green_ice",0.0
k,FCNN,crops_corn,0.0
k,FCNN,crops_lettuce,0.0
k,FCNN,"crops_lettuce,custom_chinese",0.0
k,FCNN,"crops_lettuce,custom_follow_through",0.0
k,FCNN,"crops_lettuce,custom_iceberg",0.0
k,FCNN,"crops_lettuce,custom_iceberg_lettuce",0.0
k,FCNN,crops_potato,0.0
k,FCNN,crops_radish,0.0
k,FCNN,crops_tomato,0.0
ph,XGBoost,B01,0.014692825265228748
ph,XGBoost,B02,0.018388882279396057
ph,XGBoost,B03,0.006115323398262262
ph,XGBoost,B04,0.018800338730216026
ph,XGBoost,B05,0.0035185872111469507
ph,XGBoost,B06,0.01174894068390131
ph,XGBoost,B07,0.02015824057161808
ph,XGBoost,B08,0.014455878175795078
ph,XGBoost,B8A,0.034573525190353394
ph,XGBoost,B09,0.010895170271396637
ph,XGBoost,B11,0.007094639353454113
ph,XGBoost,B12,0.02138032391667366
ph,XGBoost,B01_std,0.008308546617627144
ph,XGBoost,B02_std,0.0039335014298558235
ph,XGBoost,B03_std,0.004222659394145012
ph,XGBoost,B04_std,0.0032716100104153156
ph,XGBoost,B05_std,0.007203488610684872
ph,XGBoost,B06_std,0.0022409965749830008
ph,XGBoost,B07_std,0.0019124859245494008
ph,XGBoost,B08_std,0.006190555170178413
ph,XGBoost,B8A_std,0.001080095418728888
ph,XGBoost,B09_std,0.0014257446164265275
ph,XGBoost,B11_std,0.034112535417079926
ph,XGBoost,B12_std,0.012326309457421303
ph,XGBoost,temperature_c,0.038640402257442474
ph,XGBoost,humidity_percent,0.011453417129814625
ph,XGBoost,altitude_m,0.02662472054362297
ph,XGBoost,elevation_m,0.06287216395139694
ph,XGBoost,slope_deg,0.0
ph,XGBoost,aspect_deg,0.005893614608794451
ph,XGBoost,twi,0.0
ph,XGBoost,curvature,0.0
ph,XGBoost,northness,0.009749138727784157
ph,XGBoost,eastness,0.004237429238855839
ph,XGBoost,sg_phh2o_0-5cm,0.002410571789368987
ph,XGBoost,sg_phh2o_5-15cm,0.0015051529044285417
ph,XGBoost,sg_soc_0-5cm,0.03862091153860092
ph,XGBoost,sg_soc_5-15cm,0.001110450248233974
ph,XGBoost,sg_nitrogen_0-5cm,0.0010375785641372204
ph,XGBoost,sg_nitrogen_5-15cm,0.0004162499972153455
ph,XGBoost,sg_clay_0-5cm,0.02792210504412651
ph,XGBoost,sg_clay_5-15cm,0.000953211507294327
ph,XGBoost,sg_sand_0-5cm,0.0011800129432231188
ph,XGBoost,sg_sand_5-15cm,0.001179757877252996
ph,XGBoost,sg_cec_0-5cm,0.004040869418531656
ph,XGBoost,sg_cec_5-15cm,0.0021088088396936655
ph,XGBoost,NDVI,0.006070833187550306
ph,XGBoost,EVI,0.01916799694299698
ph,XGBoost,SAVI,0.008555416017770767
ph,XGBoost,MSAVI,0.009756959974765778
ph,XGBoost,NDRE,0.05783382058143616
ph,XGBoost,CHL_re,0.013709083199501038
ph,XGBoost,BSI,0.007285280153155327
ph,XGBoost,BI,0.010841235518455505
ph,XGBoost,NDWI,0.003133366582915187
ph,XGBoost,NDMI,0.008556647226214409
ph,XGBoost,crops_broccoli,0.0
ph,XGBoost,crops_cabbage,0.044936250895261765
ph,XGBoost,"crops_cabbage,custom_chinese",0.0
ph,XGBoost,"crops_cabbage,custom_chinese_cabbage",0.000709078274667263
ph,XGBoost,crops_carrot,0.0827823355793953
ph,XGBoost,"crops_carrot,lettuce,custom_green_ice",0.0
ph,XGBoost,crops_corn,0.0
ph,XGBoost,crops_lettuce,0.001614427543245256
ph,XGBoost,"crops_lettuce,custom_chinese",0.0
ph,XGBoost,"crops_lettuce,custom_follow_through",0.0
ph,XGBoost,"crops_lettuce,custom_iceberg",0.026494931429624557
ph,XGBoost,"crops_lettuce,custom_iceberg_lettuce",0.0028013037517666817
ph,XGBoost,crops_potato,0.010113061405718327
ph,XGBoost,crops_radish,0.17493459582328796
ph,XGBoost,crops_tomato,0.0006955721182748675
ph,RandomForest,B01,0.03300203729032656
ph,RandomForest,B02,0.03658463687754134
ph,RandomForest,B03,0.029424156459445332
ph,RandomForest,B04,0.02276322916487579
ph,RandomForest,B05,0.030931345727459973
ph,RandomForest,B06,0.03246120224533131
ph,RandomForest,B07,0.02685421962175847
ph,RandomForest,B08,0.03199011025058664
ph,RandomForest,B8A,0.021797364775344642
ph,RandomForest,B09,0.016204642631971015
ph,RandomForest,B11,0.027460871528266192
ph,RandomForest,B12,0.03526200231763831
ph,RandomForest,B01_std,0.006642065748778595
ph,RandomForest,B02_std,0.004112470237636532
ph,RandomForest,B03_std,0.003818755809506667
ph,RandomForest,B04_std,0.0035344365370157203
ph,RandomForest,B05_std,0.004440950610375483
ph,RandomForest,B06_std,0.003051185331460674
ph,RandomForest,B07_std,0.0024822764756692903
ph,RandomForest,B08_std,0.005239294344785165
ph,RandomForest,B8A_std,0.0022735274743004856
ph,RandomForest,B09_std,0.002303740078976896
ph,RandomForest,B11_std,0.006844448934002292
ph,RandomForest,B12_std,0.005784861929301261
ph,RandomForest,temperature_c,0.020536345246767614
ph,RandomForest,humidity_percent,0.062100362919498976
ph,RandomForest,altitude_m,0.05126164950570068
ph,RandomForest,elevation_m,0.004633456743975571
ph,RandomForest,slope_deg,0.00014363530912655191
ph,RandomForest,aspect_deg,0.026936635124455908
ph,RandomForest,twi,0.0001656624276815557
ph,RandomForest,curvature,8.582718435884928e-05
ph,RandomForest,northness,0.08488050260810558
ph,RandomForest,eastness,0.022375269189862317
ph,RandomForest,sg_phh2o_0-5cm,0.0037402539682210227
ph,RandomForest,sg_phh2o_5-15cm,0.00416613493115702
ph,RandomForest,sg_soc_0-5cm,0.00974887266213167
ph,RandomForest,sg_soc_5-15cm,0.005764069377738855
ph,RandomForest,sg_nitrogen_0-5cm,0.0014311018485789753
ph,RandomForest,sg_nitrogen_5-15cm,0.0028191628765809294
ph,RandomForest,sg_clay_0-5cm,0.012310060453450287
ph,RandomForest,sg_clay_5-15cm,0.009900523240377542
ph,RandomForest,sg_sand_0-5cm,0.0007673750408888717
ph,RandomForest,sg_sand_5-15cm,0.0022992569459890566
ph,RandomForest,sg_cec_0-5cm,0.010394999187201617
ph,RandomForest,sg_cec_5-15cm,0.0013588325248299158
ph,RandomForest,NDVI,0.01015809011665441
ph,RandomForest,EVI,0.021222556371964837
ph,RandomForest,SAVI,0.010772717841926908
ph,RandomForest,MSAVI,0.0076215726386190666
ph,RandomForest,NDRE,0.009798681757914455
ph,RandomForest,CHL_re,0.014052226390323126
ph,RandomForest,BSI,0.02642501575504961
ph,RandomForest,BI,0.034128570454594956
ph,RandomForest,NDWI,0.009108014965198056
ph,RandomForest,NDMI,0.03294765455567039
ph,RandomForest,crops_broccoli,3.0906390170810205e-06
ph,RandomForest,crops_cabbage,0.02111316345822838
ph,RandomForest,"crops_cabbage,custom_chinese",3.2956447561693484e-05
ph,RandomForest,"crops_cabbage,custom_chinese_cabbage",0.0003007680965937182
ph,RandomForest,crops_carrot,0.017190357792573455
ph,RandomForest,"crops_carrot,lettuce,custom_green_ice",0.0
ph,RandomForest,crops_corn,9.205803777309975e-06
ph,RandomForest,crops_lettuce,0.0005448574485436765
ph,RandomForest,"crops_lettuce,custom_chinese",2.110384504525367e-05
ph,RandomForest,"crops_lettuce,custom_follow_through",0.0
ph,RandomForest,"crops_lettuce,custom_iceberg",3.7534260287703412e-06
ph,RandomForest,"crops_lettuce,custom_iceberg_lettuce",9.382060050383145e-05
ph,RandomForest,crops_potato,0.001548711457596937
ph,RandomForest,crops_radish,0.0497754135887568
ph,RandomForest,crops_tomato,4.3874828823357996e-05
ph,SVM,B01,-0.008510638297872308
ph,SVM,B02,0.0010638297872340608
ph,SVM,B03,-0.0021276595744680717
ph,SVM,B04,0.0
ph,SVM,B05,-0.0021276595744680717
ph,SVM,B06,-0.008510638297872308
ph,SVM,B07,-0.0021276595744680717
ph,SVM,B08,0.001063829787234044
ph,SVM,B8A,-0.00319148936170211
ph,SVM,B09,-0.008510638297872308
ph,SVM,B11,0.008510638297872335
ph,SVM,B12,0.0031914893617021435
ph,SVM,B01_std,-0.014893617021276595
ph,SVM,B02_std,0.006382978723404259
ph,SVM,B03_std,-0.02021276595744682
ph,SVM,B04_std,-0.011702127659574457
ph,SVM,B05_std,-0.007446808510638286
ph,SVM,B06_std,0.002127659574468094
ph,SVM,B07_std,5.551115123125783e-18
ph,SVM,B08_std,0.0010638297872340551
ph,SVM,B8A_std,-0.00319148936170211
ph,SVM,B09_std,0.01808510638297871
ph,SVM,B11_std,0.00638297872340427
ph,SVM,B12_std,0.025531914893617013
ph,SVM,temperature_c,0.024468085106382986
ph,SVM,humidity_percent,0.023404255319148935
ph,SVM,altitude_m,0.0010638297872340608
ph,SVM,elevation_m,0.0010638297872340608
ph,SVM,slope_deg,0.01063829787234043
ph,SVM,aspect_deg,-0.014893617021276584
ph,SVM,twi,0.006382978723404259
ph,SVM,curvature,-0.0010638297872340385
ph,SVM,northness,-0.007446808510638281
ph,SVM,eastness,-0.011702127659574452
ph,SVM,sg_phh2o_0-5cm,0.004255319148936176
ph,SVM,sg_phh2o_5-15cm,-0.0010638297872340385
ph,SVM,sg_soc_0-5cm,0.0010638297872340608
ph,SVM,sg_soc_5-15cm,0.0010638297872340608
ph,SVM,sg_nitrogen_0-5cm,1.6653345369377347e-17
ph,SVM,sg_nitrogen_5-15cm,0.0031914893617021323
ph,SVM,sg_clay_0-5cm,0.01702127659574467
ph,SVM,sg_clay_5-15cm,0.013829787234042545
ph,SVM,sg_sand_0-5cm,0.0010638297872340608
ph,SVM,sg_sand_5-15cm,0.008510638297872342
ph,SVM,sg_cec_0-5cm,0.0031914893617021323
ph,SVM,sg_cec_5-15cm,0.0063829787234042645
ph,SVM,NDVI,5.551115123125783e-18
ph,SVM,EVI,5.551115123125783e-18
ph,SVM,SAVI,5.551115123125783e-18
ph,SVM,MSAVI,5.551115123125783e-18
ph,SVM,NDRE,0.002127659574468088
ph,SVM,CHL_re,0.001063829787234044
ph,SVM,BSI,-0.01382978723404254
ph,SVM,BI,0.001063829787234044
ph,SVM,NDWI,-0.006382978723404232
ph,SVM,NDMI,0.01063829787234043
ph,SVM,crops_broccoli,0.009574468085106397
ph,SVM,crops_cabbage,0.04680851063829788
ph,SVM,"crops_cabbage,custom_chinese",0.0
ph,SVM,"crops_cabbage,custom_chinese_cabbage",-0.001063829787234033
ph,SVM,crops_carrot,0.004255319148936171
ph,SVM,"crops_carrot,lettuce,custom_green_ice",0.0
ph,SVM,crops_corn,-0.0010638297872340385
ph,SVM,crops_lettuce,-0.002127659574468077
ph,SVM,"crops_lettuce,custom_chinese",-0.0010638297872340385
ph,SVM,"crops_lettuce,custom_follow_through",0.0
ph,SVM,"crops_lettuce,custom_iceberg",0.0
ph,SVM,"crops_lettuce,custom_iceberg_lettuce",0.0
ph,SVM,crops_potato,0.047872340425531915
ph,SVM,crops_radish,-0.006382978723404253
ph,SVM,crops_tomato,-0.019148936170212773
ph,FCNN,B01,-0.005319148936170215
ph,FCNN,B02,0.011702127659574447
ph,FCNN,B03,0.0031914893617021045
ph,FCNN,B04,-0.009574468085106386
ph,FCNN,B05,0.001063829787234033
ph,FCNN,B06,0.011702127659574447
ph,FCNN,B07,-0.00957446808510638
ph,FCNN,B08,0.015957446808510623
ph,FCNN,B8A,-0.005319148936170232
ph,FCNN,B09,-0.0010638297872340551
ph,FCNN,B11,0.008510638297872315
ph,FCNN,B12,0.001063829787234044
ph,FCNN,B01_std,0.0010638297872340274
ph,FCNN,B02_std,-0.007446808510638297
ph,FCNN,B03_std,0.006382978723404237
ph,FCNN,B04_std,-0.0053191489361702204
ph,FCNN,B05_std,-0.0010638297872340608
ph,FCNN,B06_std,0.0180851063829787
ph,FCNN,B07_std,-0.002127659574468088
ph,FCNN,B08_std,-0.008510638297872353
ph,FCNN,B8A_std,0.002127659574468077
ph,FCNN,B09_std,0.026595744680851054
ph,FCNN,B11_std,0.011702127659574452
ph,FCNN,B12_std,0.005319148936170193
ph,FCNN,temperature_c,0.006382978723404237
ph,FCNN,humidity_percent,0.023404255319148925
ph,FCNN,altitude_m,0.040425531914893606
ph,FCNN,elevation_m,0.0
ph,FCNN,slope_deg,0.010638297872340396
ph,FCNN,aspect_deg,0.015957446808510623
ph,FCNN,twi,0.013829787234042535
ph,FCNN,curvature,0.0010638297872340274
ph,FCNN,northness,-0.010638297872340436
ph,FCNN,eastness,-0.023404255319148942
ph,FCNN,sg_phh2o_0-5cm,-0.0042553191489361816
ph,FCNN,sg_phh2o_5-15cm,0.003191489361702116
ph,FCNN,sg_soc_0-5cm,-0.01595744680851067
ph,FCNN,sg_soc_5-15cm,-0.012765957446808524
ph,FCNN,sg_nitrogen_0-5cm,0.005319148936170193
ph,FCNN,sg_nitrogen_5-15cm,0.0
ph,FCNN,sg_clay_0-5cm,-0.02127659574468086
ph,FCNN,sg_clay_5-15cm,0.0180851063829787
ph,FCNN,sg_sand_0-5cm,-0.0031914893617021323
ph,FCNN,sg_sand_5-15cm,-0.008510638297872348
ph,FCNN,sg_cec_0-5cm,-0.00957446808510638
ph,FCNN,sg_cec_5-15cm,-0.017021276595744695
ph,FCNN,NDVI,0.006382978723404237
ph,FCNN,EVI,0.007446808510638286
ph,FCNN,SAVI,0.0010638297872340274
ph,FCNN,MSAVI,0.011702127659574447
ph,FCNN,NDRE,0.00425531914893616
ph,FCNN,CHL_re,0.0021276595744680825
ph,FCNN,BSI,-0.014893617021276595
ph,FCNN,BI,-0.006382978723404276
ph,FCNN,NDWI,-0.0063829787234042645
ph,FCNN,NDMI,-1.1102230246251566e-17
ph,FCNN,crops_broccoli,0.01170212765957443
ph,FCNN,crops_cabbage,0.05425531914893615
ph,FCNN,"crops_cabbage,custom_chinese",0.0
ph,FCNN,"crops_cabbage,custom_chinese_cabbage",0.009574468085106352
ph,FCNN,crops_carrot,-0.00957446808510638
ph,FCNN,"crops_carrot,lettuce,custom_green_ice",0.0
ph,FCNN,crops_corn,0.0010638297872340385
ph,FCNN,crops_lettuce,0.011702127659574435
ph,FCNN,"crops_lettuce,custom_chinese",-0.001063829787234044
ph,FCNN,"crops_lettuce,custom_follow_through",0.0
ph,FCNN,"crops_lettuce,custom_iceberg",0.0
ph,FCNN,"crops_lettuce,custom_iceberg_lettuce",0.012765957446808474
ph,FCNN,crops_potato,0.019148936170212745
ph,FCNN,crops_radish,0.0010638297872340274
ph,FCNN,crops_tomato,-0.007446808510638303
