uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode,source_file,source_directory
fd2d0000,50,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_021546_fd2d0000.jpg,1080,1080,1080p,2026-01-21T02:15:46.812Z,16.45282,120.591569,1363.0,15.0,3.0,1.0,37,1,109,La Trinidad,Balili,BSU Back,corn,19.2,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
fbdbbfbb,50,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_021634_fbdbbfbb.jpg,1080,1080,1080p,2026-01-21T02:16:34.932Z,16.452842,120.59157,1363.0,8.0,3.1,1.0,27,1,250,La Trinidad,Balili,BSU Back,corn,19.2,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
f69f0b99,51,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022429_f69f0b99.jpg,1080,1080,1080p,2026-01-21T02:24:29.507Z,16.452707,120.591732,1363.0,19.0,3.0,1.0,14,-29,358,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
f8f9bb79,51,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022435_f8f9bb79.jpg,1080,1080,1080p,2026-01-21T02:24:35.521Z,16.452725,120.591722,1363.0,19.0,3.0,1.0,45,1,348,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
97afcd16,51,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022453_97afcd16.jpg,1080,1080,1080p,2026-01-21T02:24:53.696Z,16.452707,120.59172,1363.0,4.0,3.0,1.0,39,7,125,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
99f6f364,51,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022456_99f6f364.jpg,1080,1080,1080p,2026-01-21T02:24:56.746Z,16.452707,120.59172,1363.0,4.0,3.0,1.0,39,2,128,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
d670e686,51,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022508_d670e686.jpg,1080,1080,1080p,2026-01-21T02:25:08.681Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,36,-3,144,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
74d0fae2,51,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022511_74d0fae2.jpg,1080,1080,1080p,2026-01-21T02:25:11.912Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,40,-6,150,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
986d4e6a,51,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022518_986d4e6a.jpg,1080,1080,1080p,2026-01-21T02:25:18.513Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,40,-13,160,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
14bb9dac,51,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022528_14bb9dac.jpg,1080,1080,1080p,2026-01-21T02:25:28.186Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,40,-8,148,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
d9d00d45,51,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022539_d9d00d45.jpg,1080,1080,1080p,2026-01-21T02:25:39.566Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,8,-24,358,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
b508c34c,51,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022543_b508c34c.jpg,1080,1080,1080p,2026-01-21T02:25:43.072Z,16.452728,120.591699,1363.0,9.0,3.0,1.0,5,-20,357,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
fe4689e1,52,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022702_fe4689e1.jpg,1080,1080,1080p,2026-01-21T02:27:03.019Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,39,-5,76,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
6e2811fa,52,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022711_6e2811fa.jpg,1080,1080,1080p,2026-01-21T02:27:11.048Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,31,-2,179,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
29c942a7,52,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022714_29c942a7.jpg,1080,1080,1080p,2026-01-21T02:27:14.215Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,34,-1,177,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
4c91393d,52,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022718_4c91393d.jpg,1080,1080,1080p,2026-01-21T02:27:18.532Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,12,-1,177,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
93e65e92,52,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022721_93e65e92.jpg,1080,1080,1080p,2026-01-21T02:27:21.699Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,9,29,162,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
eb6b7b21,52,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022724_eb6b7b21.jpg,1080,1080,1080p,2026-01-21T02:27:24.854Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,5,30,165,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
d9dd28c7,52,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022728_d9dd28c7.jpg,1080,1080,1080p,2026-01-21T02:27:28.225Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,14,0,177,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
04106bb5,52,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022732_04106bb5.jpg,1080,1080,1080p,2026-01-21T02:27:32.697Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,41,1,174,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
c968296e,52,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022737_c968296e.jpg,1080,1080,1080p,2026-01-21T02:27:37.467Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,41,1,172,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
f925907b,52,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022749_f925907b.jpg,1080,1080,1080p,2026-01-21T02:27:49.593Z,16.452773,120.5916,1360.0,6.0,3.7,1.0,14,3,191,La Trinidad,Balili,BSU Back,corn,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
daf85e6e,53,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022852_daf85e6e.jpg,1080,1080,1080p,2026-01-21T02:28:52.267Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,-4,-31,196,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
56a0c601,53,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022858_56a0c601.jpg,1080,1080,1080p,2026-01-21T02:28:58.207Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,39,-6,161,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
748aa65f,53,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022916_748aa65f.jpg,1080,1080,1080p,2026-01-21T02:29:16.462Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,30,5,105,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
5a5bb744,53,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022920_5a5bb744.jpg,1080,1080,1080p,2026-01-21T02:29:20.240Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,7,0,98,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
9dadb057,53,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022923_9dadb057.jpg,1080,1080,1080p,2026-01-21T02:29:23.490Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,3,-2,96,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
da04f54e,53,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022926_da04f54e.jpg,1080,1080,1080p,2026-01-21T02:29:26.771Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,2,0,96,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
47f549b9,53,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022933_47f549b9.jpg,1080,1080,1080p,2026-01-21T02:29:33.466Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,19,3,184,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
a4dcf1b8,53,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022940_a4dcf1b8.jpg,1080,1080,1080p,2026-01-21T02:29:40.146Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,35,-7,353,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
8aca4793,53,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_022948_8aca4793.jpg,1080,1080,1080p,2026-01-21T02:29:48.207Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,30,-5,351,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
9e02c0b0,53,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023011_9e02c0b0.jpg,1080,1080,1080p,2026-01-21T02:30:11.647Z,16.452694,120.591533,1363.0,12.0,3.0,1.0,22,-5,356,La Trinidad,Balili,BSU Back,broccoli,19.4,58.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
a2dcc4ac,54,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023326_a2dcc4ac.jpg,1080,1080,1080p,2026-01-21T02:33:26.854Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,30,0,287,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
111925e8,54,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023330_111925e8.jpg,1080,1080,1080p,2026-01-21T02:33:30.242Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,29,0,289,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
3f7cac31,54,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023333_3f7cac31.jpg,1080,1080,1080p,2026-01-21T02:33:33.830Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,29,7,285,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
97bfb924,54,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023337_97bfb924.jpg,1080,1080,1080p,2026-01-21T02:33:37.552Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,19,39,275,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
2b8e52da,54,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023341_2b8e52da.jpg,1080,1080,1080p,2026-01-21T02:33:41.541Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,20,-26,293,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
32356d09,54,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023348_32356d09.jpg,1080,1080,1080p,2026-01-21T02:33:48.106Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,26,-10,291,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
fe14b38c,54,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023351_fe14b38c.jpg,1080,1080,1080p,2026-01-21T02:33:51.582Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,43,-3,285,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
37897914,54,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023401_37897914.jpg,1080,1080,1080p,2026-01-21T02:34:01.152Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,24,3,89,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
677a43c4,54,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023404_677a43c4.jpg,1080,1080,1080p,2026-01-21T02:34:04.667Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,27,1,90,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
13317135,54,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023412_13317135.jpg,1080,1080,1080p,2026-01-21T02:34:12.072Z,16.45274,120.59144,1362.0,17.0,3.0,1.0,22,-8,82,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
e849ed16,55,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023430_e849ed16.jpg,1080,1080,1080p,2026-01-21T02:34:30.605Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,42,4,345,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
13e3e8b0,55,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023434_13e3e8b0.jpg,1080,1080,1080p,2026-01-21T02:34:34.211Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,40,3,347,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
2699599b,55,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023438_2699599b.jpg,1080,1080,1080p,2026-01-21T02:34:38.147Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,42,1,348,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
6b416765,55,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023442_6b416765.jpg,1080,1080,1080p,2026-01-21T02:34:42.035Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,1,-3,358,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
135dc81d,55,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023445_135dc81d.jpg,1080,1080,1080p,2026-01-21T02:34:45.701Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,-3,-4,358,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
5e329e29,55,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023449_5e329e29.jpg,1080,1080,1080p,2026-01-21T02:34:49.415Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,-3,-4,358,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
7117b789,55,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023458_7117b789.jpg,1080,1080,1080p,2026-01-21T02:34:58.561Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,31,-10,192,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
5eae1c56,55,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023502_5eae1c56.jpg,1080,1080,1080p,2026-01-21T02:35:02.663Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,36,-9,190,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
d8d59e7e,55,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023506_d8d59e7e.jpg,1080,1080,1080p,2026-01-21T02:35:06.830Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,16,-4,189,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
6978a6ff,55,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023510_6978a6ff.jpg,1080,1080,1080p,2026-01-21T02:35:10.945Z,16.452717,120.591361,1360.0,8.0,4.0,1.0,2,19,180,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
39ca162d,56,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023604_39ca162d.jpg,1080,1080,1080p,2026-01-21T02:36:04.910Z,16.452479,120.591338,1359.0,50.0,13.2,1.0,21,-4,203,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
f355a284,56,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023608_f355a284.jpg,1080,1080,1080p,2026-01-21T02:36:08.859Z,16.452461,120.59133,1358.0,6.0,3.1,1.0,15,-1,210,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
b94f9fbe,56,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023612_b94f9fbe.jpg,1080,1080,1080p,2026-01-21T02:36:12.821Z,16.452461,120.59133,1358.0,6.0,3.1,1.0,-4,-2,195,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
17bd4cb5,56,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023616_17bd4cb5.jpg,1080,1080,1080p,2026-01-21T02:36:16.830Z,16.452461,120.59133,1358.0,6.0,3.1,1.0,-7,-1,196,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
24e21c32,56,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023621_24e21c32.jpg,1080,1080,1080p,2026-01-21T02:36:21.949Z,16.452461,120.59133,1358.0,6.0,3.1,1.0,20,2,15,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
1d33731b,56,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023645_1d33731b.jpg,1080,1080,1080p,2026-01-21T02:36:45.979Z,16.452476,120.591319,1363.0,9.0,3.0,1.0,14,-8,89,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
c25814d8,56,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023650_c25814d8.jpg,1080,1080,1080p,2026-01-21T02:36:50.030Z,16.452476,120.591319,1363.0,9.0,3.0,1.0,32,-3,176,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
92761616,56,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023654_92761616.jpg,1080,1080,1080p,2026-01-21T02:36:54.421Z,16.452476,120.591319,1363.0,9.0,3.0,1.0,18,-6,170,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
c84f4fdd,56,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023658_c84f4fdd.jpg,1080,1080,1080p,2026-01-21T02:36:58.942Z,16.452476,120.591319,1363.0,9.0,3.0,1.0,4,-6,171,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
1a3c9b0d,56,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023703_1a3c9b0d.jpg,1080,1080,1080p,2026-01-21T02:37:03.267Z,16.452476,120.591319,1363.0,9.0,3.0,1.0,-9,-19,171,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
08f46575,57,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023719_08f46575.jpg,1080,1080,1080p,2026-01-21T02:37:19.257Z,16.452504,120.591362,1359.0,9.0,3.4,1.0,25,2,173,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
6976fe69,57,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023723_6976fe69.jpg,1080,1080,1080p,2026-01-21T02:37:23.729Z,16.452504,120.591362,1359.0,9.0,3.4,1.0,25,2,175,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
dee017a6,57,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023729_dee017a6.jpg,1080,1080,1080p,2026-01-21T02:37:29.791Z,16.452504,120.591362,1359.0,9.0,3.4,1.0,26,0,182,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
8e4e3051,57,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023735_8e4e3051.jpg,1080,1080,1080p,2026-01-21T02:37:35.485Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,22,-31,196,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
1ff25725,57,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023742_1ff25725.jpg,1080,1080,1080p,2026-01-21T02:37:42.051Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,13,1,173,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
879fc5e7,57,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023747_879fc5e7.jpg,1080,1080,1080p,2026-01-21T02:37:47.082Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,14,0,170,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
f9d6243a,57,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023757_f9d6243a.jpg,1080,1080,1080p,2026-01-21T02:37:57.778Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,44,-5,91,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
42b54439,57,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023802_42b54439.jpg,1080,1080,1080p,2026-01-21T02:38:02.357Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,43,-5,90,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
b828773b,57,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023817_b828773b.jpg,1080,1080,1080p,2026-01-21T02:38:17.476Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,9,-4,89,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
55608b12,57,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023822_55608b12.jpg,1080,1080,1080p,2026-01-21T02:38:22.254Z,16.452508,120.591381,1363.0,4.0,3.4,1.0,11,-8,90,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
2469c897,58,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023901_2469c897.jpg,1080,1080,1080p,2026-01-21T02:39:01.987Z,16.452523,120.591464,1360.0,6.0,3.0,1.0,23,10,270,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
6c447c1e,58,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_023906_6c447c1e.jpg,1080,1080,1080p,2026-01-21T02:39:07.000Z,16.452523,120.591464,1360.0,6.0,3.0,1.0,27,11,268,La Trinidad,Balili,BSU Back,broccoli,20.3,55.0,,TECNO_TECNO_CM8_5EAA20,field,agricapture_data.csv,2nd-50-65-batch
